ye,ma,co,zcode,brd,type,brand,model,org,loc,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,pr,princ,eurpr,exppr,avexr,avdexr,avcpr,avppr,avdcpr,avdppr,xexr,tax,pop,ngdp,rgdp,engdp,ergdp,engdpc,ergdpc
87,"Italy",200,222,"Renault","renault 25","renault","25","France","France","standard",0,"Renault",2881,1995,74,1120,5,5,462.5,177,140.5,5.3,7,9.6,7.3,182,11.5,2.35e+07,1.368325,13989.67,3032136,7.734482,1676.38,91.00308,91.27391,84.11667,87.59422,216.7411,.18,5.73e+07,9.83e+14,1.20e+15,5.86e+11,7.16e+11,10223.94,12489.36
88,"Italy",200,222,"Renault","renault 25","renault","25","France","France","standard",0,"Renault",2224,1995,76,1120,5,5,462.5,177,140.5,5.3,7,9.6,7.3,182,11.5,2.71e+07,1.425536,15363.08,3354293,8.06489,1760.845,93.46091,95.98694,88.39166,90.70075,218.3346,.18,5.74e+07,1.09e+15,1.25e+15,6.19e+11,7.08e+11,10777.06,12328.75
89,"Italy",200,222,"Renault","renault 25","renault","25","France","France","standard",0,"Renault",2109,1995,87,1180,5,5,471.5,181,141.5,6,7.4,10.9,8.1,195,10.7,2.59e+07,1.251634,14875.16,3215689,8.062968,1743.041,96.73045,101.2599,93.91667,96.01752,216.1785,.18,5.75e+07,1.19e+15,1.28e+15,6.84e+11,7.36e+11,11884.59,12791.39
90,"Italy",200,222,"Renault","renault 25","renault","25","France","France","standard",0,"Renault",1724,2000,88,1180,5,5,471.5,181,141.5,8.1,8.1,8.1,8.1,195,10.7,2.75e+07,1.211879,16987.41,3744318,7.357015,1621.613,100,100,99.96667,100,220.4172,.19,5.77e+07,1.31e+15,1.31e+15,8.08e+11,8.08e+11,14017.42,14017.42
91,"Italy",200,222,"Renault","renault 25","renault","25","France","France","standard",0,"Renault",1248,1995,87,1180,5,5,471.5,180.5,141.5,6,7.4,10.9,8.1,195,10.7,2.88e+07,1.143292,16849.12,3702766,7.767166,1706.914,103.2169,98.71675,106.25,103.3408,219.7603,.19,5.68e+07,1.43e+15,1.33e+15,8.36e+11,7.77e+11,14737.37,13684.51
92,"Italy",200,222,"Renault","renault 25","renault","25","France","France","standard",0,"Renault",520,1995,99,1180,5,5,471.5,180.5,141.5,6.8,8.5,12.6,9.3,203,9.9,4.37e+07,1.654528,24319.9,5913670,7.393041,1797.705,105.6588,97.10686,111.7417,105.2964,243.1618,.19,5.69e+07,1.50e+15,1.33e+15,8.36e+11,7.42e+11,14698.99,13041.54
91,"Italy",203,225,"Renault","renault clio","renault","clio","France","France","subcompact",0,"Renault",113562,1108,35,810,5,3,371,161.5,139.5,4.6,6.2,6.9,5.9,145,17,1.25e+07,.4949228,7293.863,1602901,7.767166,1706.914,103.2169,98.71675,106.25,103.3408,219.7603,.19,5.68e+07,1.43e+15,1.33e+15,8.36e+11,7.77e+11,14737.37,13684.51
92,"Italy",203,225,"Renault","renault clio","renault","clio","France","France","subcompact",0,"Renault",119387,1171,43,825,4.5,3,371,161.5,139.5,4.7,6.3,7.3,6.1,155,15,1.50e+07,.5661424,8321.723,2023525,7.393041,1797.705,105.6588,97.10686,111.7417,105.2964,243.1618,.19,5.69e+07,1.50e+15,1.33e+15,8.36e+11,7.42e+11,14698.99,13041.54
93,"Italy",203,225,"Renault","renault clio","renault","clio","France","France","subcompact",0,"Renault",75219,1171,41,825,5,3,371,161.5,139.5,4.8,6.4,7.3,6.166667,155,15,1.46e+07,.5357628,6481.496,1832373,7.945437,2246.241,107.884,94.35371,116.7167,109.2585,282.7083,.19,5.71e+07,1.55e+15,1.32e+15,6.90e+11,5.87e+11,12097.7,10282.41
94,"Italy",203,225,"Renault","renault clio","renault","clio","France","France","subcompact",0,"Renault",53161,1171,40,825,5,3,371,161.5,139.5,4.8,6.4,7.3,6.166667,155,15,1.57e+07,.5462859,6777.518,1984465,7.886257,2309.105,109.6758,95.38136,121.4417,113.3123,292.8011,.19,5.72e+07,1.64e+15,1.35e+15,7.10e+11,5.83e+11,12406.54,10192.75
95,"Italy",203,225,"Renault","renault clio","renault","clio","France","France","subcompact",0,"Renault",45103,1239,40,825,5,3,371,161.5,139.5,4.8,6.4,7.3,6.166667,155,15,1.65e+07,.5318563,6563.641,2203125,7.466667,2506.231,111.626,101.2158,127.7667,122.2245,335.6559,.19,5.73e+07,1.77e+15,1.39e+15,7.07e+11,5.53e+11,12341,9650.377
96,"Italy",203,225,"Renault","renault clio","renault","clio","France","France","subcompact",0,"Renault",3722,1171,40,830,5,3,371,163,140,4.8,6.4,7.3,6.166667,155,15,2.00e+07,.6112943,8961.225,2681165,7.440797,2226.258,113.8678,98.46433,132.8326,124.5366,299.1962,.19,5.74e+07,1.87e+15,1.40e+15,8.41e+11,6.27e+11,14659.43,10920.54
97,"Italy",203,225,"Renault","renault clio","renault","clio","France","France","subcompact",0,"Renault",58994,1171,40,855,5,3,371,163,140,4.8,6.4,7.3,6.166667,155,15,2.07e+07,.6089097,8769.395,2567980,8.041339,2354.781,115.2346,97.90907,135.5465,126.1459,292.8344,.19,5.75e+07,1.95e+15,1.42e+15,8.28e+11,6.01e+11,14401.8,10456.79
98,"Italy",203,225,"Renault","renault clio","renault","clio","France","France","subcompact",0,"Renault",68236,1149,43,855,5,3,371,163,140,4.8,6.4,7.3,6.166667,155,15,2.00e+07,.5640047,8492.606,2491771,8.006353,2349.102,115.9779,97.07524,138.2106,126.2885,293.4048,.2,5.75e+07,2.03e+15,,8.66e+11,,15057.69,
99,"Italy",203,225,"Renault","renault clio","renault","clio","France","France","subcompact",0,"Renault",73648,1149,43,880,5,3,377.5,164,142,5.2,7.9,7.9,7,160,15,1.82e+07,.493002,7212.559,2129021,8.568258,2529.199,116.6212,95.64893,140.5114,125.1986,295.1824,.2,5.75e+07,2.13e+15,,8.42e+11,,14629.88,
82,"Italy",204,224,"Renault","renault 9","renault","9","France","France","compact",0,"Renault",47569,1108,34.5,805,5,4,406.5,163.5,140.5,5.4,7.4,7.1,6.633333,138,21.4,7828000,.8133525,5202.184,1062159,7.369898,1504.753,68.88718,75.17499,54.7,64.38174,204.1755,.18,5.66e+07,5.45e+14,1.06e+15,3.62e+11,7.05e+11,6395.978,12447.15
83,"Italy",204,224,"Renault","renault 9","renault","9","France","France","compact",0,"Renault",49208,1108,34.5,805,5,4,406.5,163.5,140.5,5.4,7.4,7.1,6.633333,138,21.4,9300000,.836928,5638.881,1120328,8.30114,1649.263,75.40359,81.82455,62.71667,71.46059,198.6791,.18,5.68e+07,6.32e+14,1.07e+15,3.83e+11,6.51e+11,6737.595,11454.41
84,"Italy",204,224,"Renault","renault 9","renault","9","France","France","compact",0,"Renault",33699,1108,35.5,820,5,4,406.5,163.5,140.5,5.4,7.4,7.1,6.633333,138,21.4,1.04e+07,.8224183,5737.143,1159407,8.995118,1817.804,81.18991,89.38404,69.49167,78.82461,202.0878,.18,5.70e+07,7.23e+14,1.10e+15,3.98e+11,6.06e+11,6975.942,10629.43
85,"Italy",204,224,"Renault","renault 9","renault","9","France","France","compact",0,"Renault",20044,1108,35.5,820,5,4,406.5,163.5,140.5,5.4,7.4,7.1,6.633333,138,21.4,1.19e+07,.8424849,6233.748,1342491,8.896897,1916.022,85.92418,93.32712,75.89166,84.89509,215.3585,.18,5.71e+07,8.10e+14,1.13e+15,4.23e+11,5.91e+11,7399.24,10342.51
86,"Italy",204,224,"Renault","renault 9","renault","9","France","France","compact",0,"Renault",14664,1108,35.5,820,5,4,413,166.5,141,5.4,7.4,7.1,6.633333,138,21.4,1.22e+07,.7779152,7042.111,1511289,8.07655,1733.287,88.10538,90.71395,80.30833,85.04787,214.6073,.18,5.73e+07,8.98e+14,1.16e+15,5.18e+11,6.72e+11,9052.542,11734.94
87,"Italy",204,224,"Renault","renault 9","renault","9","France","France","compact",0,"Renault",12185,1237,40,825,5,4,413,166.5,141,5.3,7.3,7.6,6.733334,146,16,1.20e+07,.6978154,7134.419,1546322,7.734482,1676.38,91.00308,91.27391,84.11667,87.59422,216.7411,.18,5.73e+07,9.83e+14,1.20e+15,5.86e+11,7.16e+11,10223.94,12489.36
83,"Italy",205,133,"Renault","renault 11","renault","11","France","France","compact",0,"Renault",17546,1108,34.5,830,5,3,397,165,140,5.4,7.4,7.1,6.633333,135,21.4,9148000,.8232491,5546.719,1102017,8.30114,1649.263,75.40359,81.82455,62.71667,71.46059,198.6791,.18,5.68e+07,6.32e+14,1.07e+15,3.83e+11,6.51e+11,6737.595,11454.41
84,"Italy",205,133,"Renault","renault 11","renault","11","France","France","compact",0,"Renault",28740,1108,35.5,830,5,4,397,165,140,5.4,7.4,7.1,6.633333,138,21.4,1.03e+07,.8096432,5648.024,1141397,8.995118,1817.804,81.18991,89.38404,69.49167,78.82461,202.0878,.18,5.70e+07,7.23e+14,1.10e+15,3.98e+11,6.06e+11,6975.942,10629.43
85,"Italy",205,133,"Renault","renault 11","renault","11","France","France","compact",0,"Renault",21518,1108,35.5,830,5,4,397,165,140,5.4,7.4,7.1,6.633333,138,21.4,1.21e+07,.8551109,6327.17,1362610,8.896897,1916.022,85.92418,93.32712,75.89166,84.89509,215.3585,.18,5.71e+07,8.10e+14,1.13e+15,4.23e+11,5.91e+11,7399.24,10342.51
86,"Italy",205,133,"Renault","renault 11","renault","11","France","France","compact",0,"Renault",16224,1108,34,830,5,4,397.5,163,141,5.4,7.4,7.1,6.633333,138,21.4,1.24e+07,.7895783,7147.69,1533947,8.07655,1733.287,88.10538,90.71395,80.30833,85.04787,214.6073,.18,5.73e+07,8.98e+14,1.16e+15,5.18e+11,6.72e+11,9052.542,11734.94
87,"Italy",205,133,"Renault","renault 11","renault","11","France","France","compact",0,"Renault",16406,1237,40,830,5,4,404.5,166.5,141,5.1,7,7.6,6.566667,148,16,1.23e+07,.719695,7358.116,1594806,7.734482,1676.38,91.00308,91.27391,84.11667,87.59422,216.7411,.18,5.73e+07,9.83e+14,1.20e+15,5.86e+11,7.16e+11,10223.94,12489.36
88,"Italy",205,133,"Renault","renault 11","renault","11","France","France","compact",0,"Renault",20345,1237,40.5,850,5,4,404.5,166.5,141,5.1,7,7.6,6.566667,148,16,1.31e+07,.6900032,7436.203,1623581,8.06489,1760.845,93.46091,95.98694,88.39166,90.70075,218.3346,.18,5.74e+07,1.09e+15,1.25e+15,6.19e+11,7.08e+11,10777.06,12328.75
79,"Italy",206,223,"Renault","renault 18","renault","18","France","France","intermediate",0,"Renault",13086,1397,47,920,5,4,437,168,140.5,6.3,8.4,9.4,8.033333,153,,6324000,1.148927,5921.442,1162450,5.440232,1067.983,47.80801,,32.425,,196.312,.18,5.63e+07,3.10e+14,1.02e+15,2.90e+11,9.51e+11,5153.887,16887.1
80,"Italy",206,223,"Renault","renault 18","renault","18","France","France","intermediate",0,"Renault",19012,1397,47,920,5,4,437,168,140.5,6.3,8.4,9.4,8.033333,153,,7515000,1.093901,6602.643,1348738,5.571874,1138.181,54.28079,60.77928,39.29167,,204.2725,.18,5.64e+07,3.88e+14,1.05e+15,3.41e+11,9.23e+11,6035.87,16364.35
81,"Italy",206,223,"Renault","renault 18","renault","18","France","France","intermediate",0,"Renault",21687,1397,47,940,5,4,437,168,140,6.3,8.4,9.4,8.033333,150,,8166000,.994463,6045.658,1269393,6.432997,1350.721,61.51823,67.91881,46.96667,56.90569,209.9677,.18,5.65e+07,4.64e+14,1.06e+15,3.44e+11,7.82e+11,6079.319,13835.11
82,"Italy",206,223,"Renault","renault 18","renault","18","France","France","intermediate",0,"Renault",23858,1397,47,940,5,4,437,168,140,6,7.8,8.6,7.466667,152,,9439000,.9807401,6272.792,1280751,7.369898,1504.753,68.88718,75.17499,54.7,64.38174,204.1755,.18,5.66e+07,5.45e+14,1.06e+15,3.62e+11,7.05e+11,6395.978,12447.15
83,"Italy",206,223,"Renault","renault 18","renault","18","France","France","intermediate",0,"Renault",9970,1397,47,900,5,4,439.5,168,140,5.5,7.4,8.5,7.133333,156,16.7,1.11e+07,.9955842,6707.843,1332709,8.30114,1649.263,75.40359,81.82455,62.71667,71.46059,198.6791,.18,5.68e+07,6.32e+14,1.07e+15,3.83e+11,6.51e+11,6737.595,11454.41
84,"Italy",206,223,"Renault","renault 18","renault","18","France","France","intermediate",0,"Renault",7267,1397,47,900,5,4,439.5,168,140,5.5,7.4,8.5,7.133333,156,16.7,1.34e+07,1.055762,7364.931,1488363,8.995118,1817.804,81.18991,89.38404,69.49167,78.82461,202.0878,.18,5.70e+07,7.23e+14,1.10e+15,3.98e+11,6.06e+11,6975.942,10629.43
85,"Italy",206,223,"Renault","renault 18","renault","18","France","France","intermediate",0,"Renault",3548,1397,47,900,5,4,439.5,168,140,5.5,7.4,8.5,7.133333,156,16.7,1.37e+07,.966276,7149.708,1539750,8.896897,1916.022,85.92418,93.32712,75.89166,84.89509,215.3585,.18,5.71e+07,8.10e+14,1.13e+15,4.23e+11,5.91e+11,7399.24,10342.51
76,"Italy",208,222,"Renault","renault 20","renault","20","France","France","standard",0,"Renault",1251,1647,68.5,1175,5,4,452,172.5,143.5,10,12.5,15,12.5,165,,5475000,1.74392,5549.696,981774.3,5.576638,986.5405,36.11985,,21.29167,,176.906,.18,5.57e+07,1.75e+14,9.00e+14,1.77e+11,9.12e+11,3182.312,16381.3
77,"Italy",208,222,"Renault","renault 20","renault","20","France","France","standard",0,"Renault",3509,1647,67,1175,5,4,452,172.5,143.5,7.2,10,10,9.066667,164,,5985000,1.561299,5775.218,1044699,5.728925,1036.324,39.54926,,25.19167,,180.8934,.18,5.59e+07,2.14e+14,9.26e+14,2.07e+11,8.94e+11,3698.982,15979.03
78,"Italy",208,222,"Renault","renault 20","renault","20","France","France","standard",0,"Renault",2393,1647,67,1175,5,4,452,172.5,143.5,7.2,10,10,9.066667,164,,6402000,1.41733,6026.188,1151528,5.559572,1062.363,43.20779,,28.23333,,191.0872,.18,5.61e+07,2.54e+14,9.61e+14,2.39e+11,9.04e+11,4251.788,16110.88
79,"Italy",208,222,"Renault","renault 20","renault","20","France","France","standard",0,"Renault",2985,1647,67,1185,5,5,452,173,143,7.3,9.7,11,9.333333,160,,7511000,1.364578,7032.883,1380640,5.440232,1067.983,47.80801,,32.425,,196.312,.18,5.63e+07,3.10e+14,1.02e+15,2.90e+11,9.51e+11,5153.887,16887.1
80,"Italy",208,222,"Renault","renault 20","renault","20","France","France","standard",0,"Renault",3527,1995,76.5,1280,5,5,452,173,143,8.1,10.4,12.4,10.3,170,,1.05e+07,1.522727,9190.984,1877465,5.571874,1138.181,54.28079,60.77928,39.29167,,204.2725,.18,5.64e+07,3.88e+14,1.05e+15,3.41e+11,9.23e+11,6035.87,16364.35
81,"Italy",208,222,"Renault","renault 20","renault","20","France","France","standard",0,"Renault",5113,1647,70.5,1220,5,5,452,173,143,7.3,9.7,11,9.333333,161,,9650000,1.175186,7144.33,1500079,6.432997,1350.721,61.51823,67.91881,46.96667,56.90569,209.9677,.18,5.65e+07,4.64e+14,1.06e+15,3.44e+11,7.82e+11,6079.319,13835.11
82,"Italy",208,222,"Renault","renault 20","renault","20","France","France","standard",0,"Renault",1628,1995,76.5,1220,5,5,452,173,143,7.4,9.7,11.9,9.666666,170,,1.47e+07,1.525607,9757.75,1992294,7.369898,1504.753,68.88718,75.17499,54.7,64.38174,204.1755,.18,5.66e+07,5.45e+14,1.06e+15,3.62e+11,7.05e+11,6395.978,12447.15
83,"Italy",208,222,"Renault","renault 20","renault","20","France","France","standard",0,"Renault",456,1995,76.5,1170,5,5,452,173,143,7.4,9.7,11.9,9.666666,172,13.2,1.72e+07,1.543727,10401.01,2066463,8.30114,1649.263,75.40359,81.82455,62.71667,71.46059,198.6791,.18,5.68e+07,6.32e+14,1.07e+15,3.83e+11,6.51e+11,6737.595,11454.41
77,"Italy",209,224,"Renault","renault 14","renault","14","France","France","compact",0,"Renault",11303,1218,41,865,5,5,402.5,162.5,140.5,6.4,8.9,8.9,8.066667,143,,4003000,1.044258,3862.69,698734.9,5.728925,1036.324,39.54926,,25.19167,,180.8934,.18,5.59e+07,2.14e+14,9.26e+14,2.07e+11,8.94e+11,3698.982,15979.03
78,"Italy",209,224,"Renault","renault 14","renault","14","France","France","compact",0,"Renault",18483,1218,42,865,5,5,402.5,162.5,140.5,6.4,8.9,8.9,8.066667,143,,4462000,.9878364,4200.07,802579.8,5.559572,1062.363,43.20779,,28.23333,,191.0872,.18,5.61e+07,2.54e+14,9.61e+14,2.39e+11,9.04e+11,4251.788,16110.88
79,"Italy",209,224,"Renault","renault 14","renault","14","France","France","compact",0,"Renault",22355,1218,42,865,5,5,402.5,162.5,140.5,6.5,8.5,9.3,8.1,145,,5441000,.9885064,5094.65,1000141,5.440232,1067.983,47.80801,,32.425,,196.312,.18,5.63e+07,3.10e+14,1.02e+15,2.90e+11,9.51e+11,5153.887,16887.1
80,"Italy",209,224,"Renault","renault 14","renault","14","France","France","compact",0,"Renault",30518,1218,42,865,5,5,402.5,162.5,140.5,6.5,8.5,9.3,8.1,145,15.7,6580000,.9578,5781.157,1180931,5.571874,1138.181,54.28079,60.77928,39.29167,,204.2725,.18,5.64e+07,3.88e+14,1.05e+15,3.41e+11,9.23e+11,6035.87,16364.35
81,"Italy",209,224,"Renault","renault 14","renault","14","France","France","compact",0,"Renault",26345,1218,43.5,865,5,5,402.5,162.5,140.5,6.5,8.5,9.3,8.1,145,15.7,6983000,.8503962,5169.83,1085497,6.432997,1350.721,61.51823,67.91881,46.96667,56.90569,209.9677,.18,5.65e+07,4.64e+14,1.06e+15,3.44e+11,7.82e+11,6079.319,13835.11
82,"Italy",209,224,"Renault","renault 14","renault","14","France","France","compact",0,"Renault",8780,1218,43.5,855,5,5,402.5,162.5,140.5,5.7,8.1,8.5,7.433333,145,15.7,8013000,.8325745,5325.128,1087261,7.369898,1504.753,68.88718,75.17499,54.7,64.38174,204.1755,.18,5.66e+07,5.45e+14,1.06e+15,3.62e+11,7.05e+11,6395.978,12447.15
83,"Italy",209,224,"Renault","renault 14","renault","14","France","France","compact",0,"Renault",2250,1218,43.5,855,5,5,402.5,162.5,140.5,5.7,8.1,8.5,7.433333,145,15.7,9541000,.8586161,5785.007,1149360,8.30114,1649.263,75.40359,81.82455,62.71667,71.46059,198.6791,.18,5.68e+07,6.32e+14,1.07e+15,3.83e+11,6.51e+11,6737.595,11454.41
76,"Italy",210,32,"Renault","renault 30","renault","30","France","France","standard",0,"Renault",626,2664,96,1340,5,5,452,173,143,8.7,8.7,8.7,8.7,185,,7817000,2.489903,7923.648,1401741,5.576638,986.5405,36.11985,,21.29167,,176.906,.18,5.57e+07,1.75e+14,9.00e+14,1.77e+11,9.12e+11,3182.312,16381.3
77,"Italy",210,32,"Renault","renault 30","renault","30","France","France","standard",0,"Renault",406,2664,93,1320,5,4,452,173,143,8.5,11.6,11.6,10.56667,183,,8959000,2.337123,8644.976,1563819,5.728925,1036.324,39.54926,,25.19167,,180.8934,.18,5.59e+07,2.14e+14,9.26e+14,2.07e+11,8.94e+11,3698.982,15979.03
78,"Italy",210,32,"Renault","renault 30","renault","30","France","France","standard",0,"Renault",312,2664,93,1320,5,4,452,173,143,8.5,11.6,11.6,10.56667,183,,1.02e+07,2.25418,9584.293,1831436,5.559572,1062.363,43.20779,,28.23333,,191.0872,.18,5.61e+07,2.54e+14,9.61e+14,2.39e+11,9.04e+11,4251.788,16110.88
79,"Italy",210,32,"Renault","renault 30","renault","30","France","France","standard",0,"Renault",298,2664,105,1320,5,5,452,173,143,8.5,11.6,17.3,12.46667,183,,1.38e+07,2.514051,12957.13,2543642,5.440232,1067.983,47.80801,,32.425,,196.312,.18,5.63e+07,3.10e+14,1.02e+15,2.90e+11,9.51e+11,5153.887,16887.1
80,"Italy",210,32,"Renault","renault 30","renault","30","France","France","standard",0,"Renault",354,2664,105,1340,5,5,452,173,143,8.1,10.1,16.5,11.56667,185,,1.70e+07,2.470484,14911.52,3046013,5.571874,1138.181,54.28079,60.77928,39.29167,,204.2725,.18,5.64e+07,3.88e+14,1.05e+15,3.41e+11,9.23e+11,6035.87,16364.35
81,"Italy",210,32,"Renault","renault 30","renault","30","France","France","standard",0,"Renault",294,2664,104.5,1340,5,5,450,173,143,8,10.1,16.3,11.46667,186,,1.91e+07,2.319927,14103.57,2961295,6.432997,1350.721,61.51823,67.91881,46.96667,56.90569,209.9677,.18,5.65e+07,4.64e+14,1.06e+15,3.44e+11,7.82e+11,6079.319,13835.11
82,"Italy",210,32,"Renault","renault 30","renault","30","France","France","standard",0,"Renault",1397,2664,104.5,1340,5,5,450,173,143,8,10.1,16.3,11.46667,186,,2.39e+07,2.480995,15868.39,3239936,7.369898,1504.753,68.88718,75.17499,54.7,64.38174,204.1755,.18,5.66e+07,5.45e+14,1.06e+15,3.62e+11,7.05e+11,6395.978,12447.15
83,"Italy",210,32,"Renault","renault 30","renault","30","France","France","standard",0,"Renault",735,2664,104.5,1340,5,5,450,173,143,8,10.1,16.3,11.46667,188,10,2.76e+07,2.485226,16744.45,3326772,8.30114,1649.263,75.40359,81.82455,62.71667,71.46059,198.6791,.18,5.68e+07,6.32e+14,1.07e+15,3.83e+11,6.51e+11,6737.595,11454.41
70,"Italy",212,337,"Renault","renault 16","renault","16","France","France","compact",0,"Renault",2816,1470,46.5,980,5,4,423,165,145.5,8.5,10,11.5,10,142,20,1198000,.9569305,1913.73,215693,5.55419,626.0025,21.62464,,10.65,,112.7082,.18,5.37e+07,6.72e+13,7.38e+14,1.07e+11,1.18e+12,1999.863,21982.35
71,"Italy",212,337,"Renault","renault 16","renault","16","France","France","compact",0,"Renault",2132,1565,49.5,1010,5,4,423.5,165,145,8.5,10,11.5,10,150,,1490000,1.102486,2381.75,268265.9,5.55419,625.5905,22.79183,,11.16667,,112.634,.18,5.40e+07,7.30e+13,7.52e+14,1.17e+11,1.20e+12,2160.344,22268.24
72,"Italy",212,337,"Renault","renault 16","renault","16","France","France","compact",0,"Renault",2660,1565,49.5,1010,5,4,423.5,165,145,8.5,10,11.5,10,150,,1560000,1.063521,2469.203,280869,5.55419,631.7828,24.1737,,11.81667,,113.7489,.18,5.44e+07,7.98e+13,7.74e+14,1.26e+11,1.23e+12,2321.725,22528.34
73,"Italy",212,337,"Renault","renault 16","renault","16","France","France","compact",0,"Renault",2187,1565,49.5,1010,5,4,423.5,163,145,8.5,10,11.5,10,150,,1870000,1.059315,2651.416,352208.3,5.309358,705.2834,25.95787,,13.09167,,132.8378,.18,5.48e+07,9.67e+13,8.25e+14,1.37e+11,1.17e+12,2502.954,21347.72
74,"Italy",212,337,"Renault","renault 16","renault","16","France","France","compact",0,"Renault",2287,1565,48.5,1010,6,5,423.5,163,145,8.5,10,11.5,10,150,,2150000,.9695226,2764.316,377915,5.689109,777.7693,29.50094,,15.59167,,136.712,.18,5.51e+07,1.22e+14,8.64e+14,1.57e+11,1.11e+12,2851.213,20155.64
75,"Italy",212,337,"Renault","renault 16","renault","16","France","France","compact",0,"Renault",1650,1565,48,1010,5,4,423.5,163,145,7.2,7.2,7.2,7.2,150,,2811000,1.123329,3548.903,540950.4,5.19641,792.0758,32.9484,,18.225,,152.4275,.18,5.54e+07,1.39e+14,8.45e+14,1.75e+11,1.07e+12,3159.272,19261.93
76,"Italy",212,337,"Renault","renault 16","renault","16","France","France","compact",0,"Renault",354,1565,48.5,1010,5,4,423.5,163,145,7.2,7.2,7.2,7.2,150,,3540000,1.127575,3588.297,634791.1,5.576638,986.5405,36.11985,,21.29167,,176.906,.18,5.57e+07,1.75e+14,9.00e+14,1.77e+11,9.12e+11,3182.312,16381.3
77,"Italy",212,337,"Renault","renault 16","renault","16","France","France","compact",0,"Renault",520,1565,49,1010,5,4,423.5,163,145,7.2,10.2,10.2,9.2,148,,4562000,1.190083,4402.096,796310,5.728925,1036.324,39.54926,,25.19167,,180.8934,.18,5.59e+07,2.14e+14,9.26e+14,2.07e+11,8.94e+11,3698.982,15979.03
70,"Italy",213,338,"Renault","renault 6","renault","6","France","France","subcompact",0,"Renault",16808,845,28,750,5,5,385,154,150,7,7,7,7,117,,898000,.7172985,1434.499,161679.7,5.55419,626.0025,21.62464,,10.65,,112.7082,.18,5.37e+07,6.72e+13,7.38e+14,1.07e+11,1.18e+12,1999.863,21982.35
71,"Italy",213,338,"Renault","renault 6","renault","6","France","France","subcompact",0,"Renault",18412,845,28,750,5,5,385,154,150,7,7,7,7,120,,1040000,.7695208,1662.429,187246,5.55419,625.5905,22.79183,,11.16667,,112.634,.18,5.40e+07,7.30e+13,7.52e+14,1.17e+11,1.20e+12,2160.344,22268.24
72,"Italy",213,338,"Renault","renault 6","renault","6","France","France","subcompact",0,"Renault",14550,845,28,750,5,5,385,154,150,7,7,7,7,120,,1090000,.7431012,1725.276,196248.2,5.55419,631.7828,24.1737,,11.81667,,113.7489,.18,5.44e+07,7.98e+13,7.74e+14,1.26e+11,1.23e+12,2321.725,22528.34
73,"Italy",213,338,"Renault","renault 6","renault","6","France","France","subcompact",0,"Renault",13800,845,28,770,4,5,386,150.5,150,7,7,7,7,120,,1243000,.7041329,1762.412,234115,5.309358,705.2834,25.95787,,13.09167,,132.8378,.18,5.48e+07,9.67e+13,8.25e+14,1.37e+11,1.17e+12,2502.954,21347.72
74,"Italy",213,338,"Renault","renault 6","renault","6","France","France","subcompact",0,"Renault",11766,845,28,770,4,5,386,150.5,150,7,7,7,7,120,,1512000,.6818224,1944.021,265770.9,5.689109,777.7693,29.50094,,15.59167,,136.712,.18,5.51e+07,1.22e+14,8.64e+14,1.57e+11,1.11e+12,2851.213,20155.64
75,"Italy",213,338,"Renault","renault 6","renault","6","France","France","subcompact",0,"Renault",8200,845,25,785,4,5,386,150.5,147.5,6.5,6.5,6.5,6.5,120,,1854000,.7408938,2340.685,356784.8,5.19641,792.0758,32.9484,,18.225,,152.4275,.18,5.54e+07,1.39e+14,8.45e+14,1.75e+11,1.07e+12,3159.272,19261.93
76,"Italy",213,338,"Renault","renault 6","renault","6","France","France","subcompact",0,"Renault",9163,845,25.5,785,4,5,386,150.5,147.5,6.5,6.5,6.5,6.5,120,,2608000,.8307109,2643.581,467665.3,5.576638,986.5405,36.11985,,21.29167,,176.906,.18,5.57e+07,1.75e+14,9.00e+14,1.77e+11,9.12e+11,3182.312,16381.3
77,"Italy",213,338,"Renault","renault 6","renault","6","France","France","subcompact",0,"Renault",5578,845,25,785,4,5,386,150.5,147.5,6.5,6.5,6.5,6.5,118,,2982000,.7779106,2877.477,520516.5,5.728925,1036.324,39.54926,,25.19167,,180.8934,.18,5.59e+07,2.14e+14,9.26e+14,2.07e+11,8.94e+11,3698.982,15979.03
78,"Italy",213,338,"Renault","renault 6","renault","6","France","France","subcompact",0,"Renault",3126,845,25,785,4,5,386,150.5,147.5,6.5,6.5,6.5,6.5,118,,3389000,.7502863,3190.058,609579.3,5.559572,1062.363,43.20779,,28.23333,,191.0872,.18,5.61e+07,2.54e+14,9.61e+14,2.39e+11,9.04e+11,4251.788,16110.88
79,"Italy",213,338,"Renault","renault 6","renault","6","France","France","subcompact",0,"Renault",2409,845,25,785,4,5,386,150.5,147.5,6.5,8,8,7.5,115,,4123000,.7490556,3860.548,757872.1,5.440232,1067.983,47.80801,,32.425,,196.312,.18,5.63e+07,3.10e+14,1.02e+15,2.90e+11,9.51e+11,5153.887,16887.1
71,"Italy",214,319,"Renault","renault 12","renault","12","France","France","subcompact",0,"Renault",4892,1289,44,880,5,4,434,163.5,143.5,8.25,8.25,8.25,8.25,140,17,1245000,.9212052,1990.12,224155.1,5.55419,625.5905,22.79183,,11.16667,,112.634,.18,5.40e+07,7.30e+13,7.52e+14,1.17e+11,1.20e+12,2160.344,22268.24
